CMANAME,date,count,mean,median,max,min,stdDev
Winnipeg,2024-07-28T18:08:49,495,-1.1772778863576975E-4,-2.203074301166852E-4,5.246727378111215E-4,-7.835610886109791E-4,4.294829662592552E-4
Calgary,2024-07-28T19:50:18,325,-2.998555126063589E-4,-3.709888371664428E-4,3.8035776737081024E-4,-8.590990910315149E-4,3.3508937783956416E-4
Halifax,2024-07-29T16:08:14,91,8.537395602119667E-5,1.3602705496298996E-4,4.0171194602904066E-4,-3.4832640085393293E-4,2.4204831261991265E-4
Montreal,2024-07-29T16:08:14,245,7.25677029424854E-4,6.334202556342323E-4,0.0021108600776663634,-8.85457484401715E-5,6.937763638888542E-4
Montreal,2024-07-29T17:49:43,234,-3.0431773562076246E-4,-4.342392203398483E-4,0.0010307611664764219,-8.231473746323971E-4,4.652883886746458E-4
Toronto,2024-07-29T17:49:43,774,1.1155054470371967E-4,1.1514402107459728E-4,0.0015157641610141087,-8.91185307410227E-4,5.101915785006493E-4
Montreal,2024-07-30T17:30:37,452,8.383315328892698E-5,-9.390541990675644E-6,9.977173758680647E-4,-7.639828873706456E-4,3.930888896238762E-4
Ottawa,2024-07-30T17:30:37,3108,3.9264359328065575E-5,5.420670471526086E-5,0.0010791262611754206,-9.441015427010246E-4,4.3564111822483645E-4
Toronto,2024-07-30T17:30:37,252,-2.57086449017438E-4,-3.09257392268741E-4,5.408700671982013E-4,-7.627254817640064E-4,3.3566633821631344E-4
Winnipeg,2024-07-30T17:30:37,409,3.9571636025864524E-4,6.084305621166007E-4,0.0010638522217060816,-6.536183063876651E-4,5.921066365056046E-4
Calgary,2024-07-30T19:12:06,25,-1.4870923998423923E-4,-2.077357123427037E-4,3.93951403586137E-5,-2.2019094556641804E-4,8.337787102979241E-5
Halifax,2024-07-31T15:30:01,42,2.3486253670457373E-4,2.3534665524493358E-4,2.3534665524517398E-4,2.1739142825409868E-4,3.7988513523526214E-6
Halifax,2024-07-31T17:11:31,1115,1.6868409713179395E-4,1.6816490447809333E-4,7.87277356722002E-4,-5.651906831193876E-4,3.333052272766036E-4
Ottawa,2024-07-31T17:11:31,314,-1.084952396837133E-4,-1.5620259747230298E-4,5.019146483394973E-4,-6.435934337791755E-4,3.1473751780328E-4
Toronto,2024-07-31T17:11:31,534,-5.626305924972721E-5,-8.669967036660575E-5,0.0010823240736506869,-6.048495415604192E-4,4.0419764690427913E-4
Calgary,2024-07-31T18:53:00,1249,-6.187009566050065E-5,2.3466529934128398E-5,0.0013343575410558193,-7.663857541055369E-4,4.535425187076439E-4
Winnipeg,2024-07-31T18:53:00,377,7.295501233064242E-5,1.0111983032064693E-4,7.806985522625747E-4,-6.645592164284738E-4,3.9247572157228986E-4
Calgary,2024-07-31T20:34:30,1244,1.0355620834707959E-4,1.2562132040182434E-4,8.992418879652859E-4,-9.729205630737152E-4,3.9132133695577554E-4
Montreal,2024-08-01T16:52:23,151,1.4426164598923503E-5,9.89549066556935E-5,4.2182247852901863E-4,-8.168949279936518E-4,3.0423845760977903E-4
Ottawa,2024-08-01T16:52:23,1103,-1.7694382040636417E-4,-2.3243073022127114E-4,5.594997783197088E-4,-7.998060318646863E-4,3.502136408573337E-4
Calgary,2024-08-01T18:33:54,1181,7.058114350913985E-5,-5.1909419730989725E-5,0.0012788423337065321,-8.16642539577164E-4,5.834931752999853E-4
Winnipeg,2024-08-01T18:33:54,767,-5.168778096150233E-5,-3.572156829376571E-5,0.0011403457344231975,-8.954803925010159E-4,4.5743060588753886E-4
Calgary,2024-08-01T20:15:24,1176,-7.357744530133296E-5,-1.821992790513707E-5,0.001214472344147362,-9.796078084054317E-4,4.5672512205697597E-4
Vancouver,2024-08-01T20:15:24,183,-1.944355180340425E-4,-1.597324084707027E-4,0.0015313932672136505,-8.679018301475672E-4,3.373261688269987E-4
Halifax,2024-08-02T16:33:18,605,-5.5799166275979895E-5,-1.4774721086350227E-4,5.475320504050741E-4,-5.045472644272935E-4,2.6917079507833694E-4
Winnipeg,2024-08-02T18:14:47,615,9.884890914601757E-5,1.6485991162538814E-4,9.080833988266816E-4,-8.828589925548543E-4,4.411358771342287E-4
Calgary,2024-08-02T19:56:17,15,2.5080289146504165E-4,2.602167660371218E-4,2.9019337217603587E-4,-4.842822181876479E-4,1.9825532944816847E-4
Winnipeg,2024-08-03T17:55:41,191,-8.378346039827255E-5,-1.5516858181597776E-4,3.2944403557029207E-4,-6.89630222483125E-4,1.980278260040116E-4
